bedrift,avdeling,telefon,bransje,org num
Rune Valaker AS,Vestland,,['Advokater og juridiske tjenester'],978666299.0
Advokatfirmaet Monsen AS,Oslo,932 00 666,['Advokater og juridiske tjenester'],999584071.0
Advokatfirmaet Birkeland,Oslo,934 22 725,['Advokater og juridiske tjenester'],996864758.0
Advokat Marianne Scheel,Oslo,907 54 570,['Advokater og juridiske tjenester'],987151544.0
Sven Knagenhjelm,Oslo,22 40 36 40,['Advokater og juridiske tjenester'],975522121.0
Advokat Maria Novotna AS,Innlandet,919 97 175,['Advokater og juridiske tjenester'],920248268.0
Advokat Selmar Johannessen,Agder,38 27 80 40,['Advokater og juridiske tjenester'],983538762.0
Advokatfirmaet Juristhuset AS,Oslo,,['Advokater og juridiske tjenester'],918529349.0
Otterskred & Co Advokatfirma AS,Vestland,922 69 192,['Advokater og juridiske tjenester'],914217881.0
Advokatfirmaet Harald Unhjem,Oslo,,['Advokater og juridiske tjenester'],918198059.0
Advokat Kjell-Asbjørn Helland,Vestland,55 90 75 00,['Advokater og juridiske tjenester'],979273614.0
Rettshjelp Vest AS,Vestland,,['Advokater og juridiske tjenester'],919927348.0
Advokatfirma Alford AS,Rogaland,,['Advokater og juridiske tjenester'],924849231.0
Advokat Ole Klanderud,Viken,958 60 000,['Advokater og juridiske tjenester'],981529170.0
Advokat Trond Selsaas,Viken,901 83 757,['Advokater og juridiske tjenester'],971462639.0
Danielsen Advokatfirma AS,Vestland,55 19 30 05,['Advokater og juridiske tjenester'],997795075.0
Advokat Geir Atle Gregussen,Viken,,['Advokater og juridiske tjenester'],993779156.0
Advokat Birgitte Tvedt,Oslo,975 22 552,['Advokater og juridiske tjenester'],913834593.0
"Resen-Fellie, Stein & Bratbak",Viken,69 84 42 00,['Advokater og juridiske tjenester'],971461640.0
Advokatfirmaet Østberg AS,Oslo,21 39 60 00,['Advokater og juridiske tjenester'],977084814.0
Swan Advokater DA,Viken,66 77 97 50,['Advokater og juridiske tjenester'],913038959.0
Advokatfirmaet Juridix AS,Møre og Romsdal,,['Advokater og juridiske tjenester'],925846759.0
Justice Advokatfirma,Rogaland,51 84 14 40,['Advokater og juridiske tjenester'],982915422.0
Dekar Rettshjelp AS,Trøndelag,452 82 323,['Advokater og juridiske tjenester'],985247013.0
ADVOKATFIRMAET GJESDAHL AS,Vestland,55 23 55 60,['Advokater og juridiske tjenester'],921146426.0
Kolbotn Advokatfellesskap SA,Viken,66 81 10 80,['Advokater og juridiske tjenester'],997761561.0
Advokatfirmaet Lyngtveit & Co DA,Oslo,22 00 79 30,['Advokater og juridiske tjenester'],987729457.0
Advokatfirmaet Kragerud & Co AS,Oslo,912 00 300,['Advokater og juridiske tjenester'],992433418.0
Nils Dagfinn Lier,Oslo,22 41 03 10,['Advokater og juridiske tjenester'],971453265.0
Advokat Kristine Snyder AS,Oslo,,['Advokater og juridiske tjenester'],923478078.0
Advokatfirmaet Reitevold AS,Oslo,950 34 222,['Advokater og juridiske tjenester'],998736145.0
Thobor AS,Oslo,,['Advokater og juridiske tjenester'],963922906.0
Javelin Advokatfirma AS,Oslo,,['Advokater og juridiske tjenester'],817449182.0
Føniks Advokater AS,Oslo,22 12 00 71,['Advokater og juridiske tjenester'],825897992.0
Juridisk Abc AS,Oslo,21 37 80 00,['Advokater og juridiske tjenester'],994995634.0
Advokat Ståle Landmark,Vestfold og Telemark,906 89 449,['Advokater og juridiske tjenester'],993946125.0
Øyvind Handeland,Oslo,909 12 412,['Advokater og juridiske tjenester'],982307481.0
Rettshjelpen i Land Gunnar Hermann Rudstaden,Innlandet,,['Advokater og juridiske tjenester'],918959025.0
Stavnes Forvaltning AS,Oslo,22 44 44 34,['Advokater og juridiske tjenester'],944551077.0
Hans Andreas G Hansen,Viken,932 17 235,['Advokater og juridiske tjenester'],982759404.0
Advokat Roy W. Johansen,Oslo,,['Advokater og juridiske tjenester'],925051403.0
Advokat Sveinung Sauar,Vestfold og Telemark,906 29 606,['Advokater og juridiske tjenester'],994239554.0
Advokat Irina Telnes,Vestfold og Telemark,,['Advokater og juridiske tjenester'],988194336.0
Advokat Øystein Haugland,Oslo,,['Advokater og juridiske tjenester'],921561806.0
Serjen Advokat AS,Rogaland,412 94 069,['Advokater og juridiske tjenester'],922363765.0
Borgenadvokat Dag Christian Borgen,Viken,406 03 888,['Advokater og juridiske tjenester'],923657495.0
Advokatfirmaet Raaness,Oslo,928 81 458,['Advokater og juridiske tjenester'],999227473.0
Advokat Silje Sørlie Holhjem,Vestfold og Telemark,,['Advokater og juridiske tjenester'],923990682.0
Advokat Bård B. Hauger,Viken,404 07 591,['Advokater og juridiske tjenester'],987516429.0
Advokatfirmaet Vaghefi AS,Oslo,21 51 57 21,['Advokater og juridiske tjenester'],919279036.0
Viken Advokatene AS,Oslo,,['Advokater og juridiske tjenester'],827249432.0
Advokat Elisabeth Sjølie,Viken,69 27 96 50,['Advokater og juridiske tjenester'],981849736.0
Advokat Joakim Ronold,Rogaland,51 89 86 00,['Advokater og juridiske tjenester'],971218797.0
Dine Advokater SA adv. Erling Eriksen,Oslo,24 14 67 00,['Advokater og juridiske tjenester'],976430891.0
Advokat Ivar Sørlie,Viken,67 97 28 60,['Advokater og juridiske tjenester'],981859391.0
Advokatfirmaet Stemre,Vestland,,['Advokater og juridiske tjenester'],980875784.0
Advokatfirmaet Hvattum AS,Vestfold og Telemark,35 98 24 33,['Advokater og juridiske tjenester'],970920420.0
Advokatfirmaet Access Law Richard Jan Monclair Bolstad,Vestland,,['Advokater og juridiske tjenester'],995789469.0
Advokat Jørgen Samuelsen,Vestfold og Telemark,,['Advokater og juridiske tjenester'],921720777.0
Advokatfirmaet Nilsskog AS,Nordland,482 35 806,['Advokater og juridiske tjenester'],926900811.0
Dag Lillethun,Viken,66 76 50 23,['Advokater og juridiske tjenester'],983422683.0
Advokathjelp Arhaug,Oslo,943 53 331,['Advokater og juridiske tjenester'],989378406.0
Advokat Øyvind Aakerøy,Agder,37 15 65 00,['Advokater og juridiske tjenester'],984583311.0
Advokat Christian Gustavsen,Viken,69 25 12 15,['Advokater og juridiske tjenester'],971248939.0
Advokat Tone Ljoså,Innlandet,482 31 681,['Advokater og juridiske tjenester'],913678559.0
Tao Holding AS,Nordland,992 95 707,['Advokater og juridiske tjenester'],988739650.0
Aurokap Advokat AS,Oslo,,['Advokater og juridiske tjenester'],925948829.0
Advokat Carl-Henrik Lyngås,Viken,69 36 69 40,['Advokater og juridiske tjenester'],989261401.0
Advokat Arild Karlsen,Viken,69 31 83 90,['Advokater og juridiske tjenester'],967296449.0
Advokat Nina Reiersen,Oslo,21 00 77 00,['Advokater og juridiske tjenester'],982849837.0
Advokat Merethe Gulliksen,Trøndelag,926 87 600,['Advokater og juridiske tjenester'],984373023.0
Advokat Vibeke Olavesen,Viken,922 33 330,['Advokater og juridiske tjenester'],982740789.0
Storkaia 4 AS,Møre og Romsdal,,['Eiendomshandel og -utleie'],965614389.0
Advokat Airin Andersen AS,Troms og Finnmark,466 13 090,['Advokater og juridiske tjenester'],923136029.0
Byjuristen Rettshjelp AS,Vestland,,['Advokater og juridiske tjenester'],925880868.0
Advokat Lene Høyendahl,Vestfold og Telemark,,['Advokater og juridiske tjenester'],926687433.0
Advokat Henrik Grønhaug,Oslo,924 28 497,['Advokater og juridiske tjenester'],979986297.0
Advokat Rune Nesseth,Viken,917 26 468,['Advokater og juridiske tjenester'],999655084.0
Advokatfirmaet Gunnar-Martin Kjenner,Oslo,913 87 252,['Advokater og juridiske tjenester'],985846642.0
Meglingssenteret,Oslo,21 04 36 00,['Advokater og juridiske tjenester'],981699106.0
Døskeland AS,Vestland,952 03 949,['Eiendomshandel og -utleie'],816017912.0
Engeset Holding AS,Møre og Romsdal,70 26 20 50,['Advokater og juridiske tjenester'],990396671.0
Advokat Rolf H Nicolaissen,Oslo,,['Advokater og juridiske tjenester'],917820627.0
Advokat Line Grønland,Innlandet,61 51 18 00,['Advokater og juridiske tjenester'],916250282.0
Advokat Andrews,Viken,,['Advokater og juridiske tjenester'],823568002.0
Advokat Jo Rodin,Oslo,,['Advokater og juridiske tjenester'],921363168.0
Hedenstad Advokatfirmaet,Oslo,22 38 65 28,['Advokater og juridiske tjenester'],990712417.0
Advokat Per Anders Løvsletten AS,Innlandet,,['Advokater og juridiske tjenester'],894266732.0
Anne Cathrine Rindal Onarheim,Vestland,55 55 38 60,['Advokater og juridiske tjenester'],992106409.0
Ingeniør Halldor Havsgård,Vestland,905 32 319,['Advokater og juridiske tjenester'],957375316.0
Elisabeth Hagen,Viken,32 83 02 00,['Advokater og juridiske tjenester'],974951061.0
Gauldalsadvokatene AS,Trøndelag,72 43 02 00,['Advokater og juridiske tjenester'],926800485.0
Advokatfirmaet Lima,Rogaland,51 48 36 33,['Advokater og juridiske tjenester'],981851617.0
Advokatfirma Gjøystdal,Vestfold og Telemark,938 60 620,['Advokater og juridiske tjenester'],982714672.0
Advokatfirmaet Wiermyhr AS,Viken,,['Advokater og juridiske tjenester'],920218237.0
Advokatfirmaet Kirkholm AS,Oslo,21 04 10 00,['Advokater og juridiske tjenester'],895560952.0
Advokat Per Hajem AS,Viken,,['Advokater og juridiske tjenester'],925514179.0
Sjur Vinje,Vestland,56 51 99 99,['Advokater og juridiske tjenester'],971456353.0
Advokat Berit V J Stubsjøen,Innlandet,915 99 167,['Advokater og juridiske tjenester'],982956919.0
Steinar Joh Stenvaag,Oslo,22 22 35 12,['Advokater og juridiske tjenester'],985051747.0
Advokat Morten Ringvold,Oslo,922 32 800,['Advokater og juridiske tjenester'],985775990.0
Advokatfirmaet Sagstad,Oslo,901 38 222,['Advokater og juridiske tjenester'],981789288.0
Advokat Bertel O Steen,Oslo,,['Advokater og juridiske tjenester'],986955704.0
Advokat Sigvart Bilstad,Rogaland,,['Advokater og juridiske tjenester'],991968032.0
Advokatfirmaet Bugge Niels Andreas Bugge,Oslo,979 69 299,['Advokater og juridiske tjenester'],974353849.0
Advokatfirma Skomvær DA,Vestfold og Telemark,35 93 31 00,['Advokater og juridiske tjenester'],996235920.0
Hengerimport AS,Viken,919 29 013,['Eiendomshandel og -utleie'],916021453.0
Advokatfirmaet Tindved AS,Rogaland,51 52 50 50,['Advokater og juridiske tjenester'],927208008.0
Advokat Arve Opdahl,Trøndelag,73 89 00 60,['Advokater og juridiske tjenester'],983515371.0
Advokatfirma Sekse & Co ANS,Rogaland,51 60 95 70,['Advokater og juridiske tjenester'],955198336.0
Advokatfirmaet Fjeldheim AS,Oslo,22 42 99 55,['Advokater og juridiske tjenester'],979715722.0
Advokat Hasli Øyvind,Oslo,920 18 574,['Advokater og juridiske tjenester'],983144799.0
Arne Aarsæther,Oslo,22 40 36 40,['Advokater og juridiske tjenester'],981216032.0
Advokat Johnny Christian Schill,Innlandet,994 06 747,['Advokater og juridiske tjenester'],988864188.0
Advokatfirma Birkeland,Vestfold og Telemark,,['Advokater og juridiske tjenester'],927520192.0
Advokat Einar Abrahamsen D.Y.,Vestfold og Telemark,33 42 78 50,['Advokater og juridiske tjenester'],990560846.0
Islann Rettshjelp og Rådgivning,Vestfold og Telemark,404 35 349,['Advokater og juridiske tjenester'],913530217.0
Advokatfirmaet Jørgen Stang Heffermehl AS,Oslo,,['Advokater og juridiske tjenester'],914900662.0
Advokatkontoret Guttorm Gran,Vestfold og Telemark,33 47 15 47,['Advokater og juridiske tjenester'],981061977.0
Advokatfirmaet Borge & Barth-Hofstad DA,Oslo,404 48 045,['Advokater og juridiske tjenester'],993036277.0
Rettshjelpsjuristen Yasue Lee,Vestfold og Telemark,,['Advokater og juridiske tjenester'],915141811.0
Advokat Rolf Pedersen,Troms og Finnmark,,['Advokater og juridiske tjenester'],971578270.0
Kari Lise Bjølgerud,Vestfold og Telemark,,['Advokater og juridiske tjenester'],959121877.0
Advokatene Rivrud & Co,Oslo,,['Advokater og juridiske tjenester'],884571022.0
Advokat Knut Kallum,Vestfold og Telemark,913 56 750,['Advokater og juridiske tjenester'],971316519.0
Advokatfirma Knut Boye,Oslo,,['Advokater og juridiske tjenester'],925294136.0
"Advokatfellesskapet Hæreide, Helland, Rysst & Bolstad",Vestland,55 90 75 00,['Advokater og juridiske tjenester'],974267950.0
Advokat Johannes Hauge,Vestland,57 62 99 80,['Advokater og juridiske tjenester'],871364052.0
Advokatfirmaet Kramås AS,Viken,481 65 111,['Advokater og juridiske tjenester'],995003228.0
Gunnar Sætre ENK,Vestland,55 54 91 00,['Advokater og juridiske tjenester'],920169600.0
Rettshjelper Gradislava Egoroff,Oslo,,['Advokater og juridiske tjenester'],925740896.0
Jens Mundal,Oslo,922 53 842,['Advokater og juridiske tjenester'],982833329.0
Advokatfirmaet Skansen AS,Møre og Romsdal,478 20 373,['Advokater og juridiske tjenester'],913338758.0
Advokat Truls Leikvang Mna,Oslo,,['Advokater og juridiske tjenester'],912836967.0
Advokatfirmaet Hemnes AS,Oslo,908 08 835,['Advokater og juridiske tjenester'],926876600.0
Advokatfirmaet Mette Lisbeth Jensen AS,Oslo,22 94 10 00,['Advokater og juridiske tjenester'],990139334.0
Bang-Hansen Advokatfirma AS,Oslo,,['Advokater og juridiske tjenester'],923704434.0
Stig Asmussen Advokat,Viken,906 78 710,['Advokater og juridiske tjenester'],981800966.0
Advokat Ingfrid Oddveig Tveit,Viken,63 97 99 60,['Advokater og juridiske tjenester'],983598447.0
Advokatfirma Mæland AS,Rogaland,,['Advokater og juridiske tjenester'],819359342.0
Advokat Raymond Giltun,Oslo,,['Advokater og juridiske tjenester'],997105753.0
Advokat Helleland,Viken,922 16 066,['Advokater og juridiske tjenester'],912811042.0
Advokatfirmaet Hafsteen - Advotech,Viken,930 88 775,['Advokater og juridiske tjenester'],922361355.0
Advokatfirmaet T-Hox AS,Oslo,22 14 49 05,['Advokater og juridiske tjenester'],992951605.0
Advokat Morten Stang,Oslo,976 79 300,['Advokater og juridiske tjenester'],983438997.0
Advokat Arne Ovlien,Innlandet,62 88 89 70,['Advokater og juridiske tjenester'],983169341.0
Knut Magne Howlid Advokat,Vestland,56 36 92 61,['Advokater og juridiske tjenester'],981787552.0
Advokat Erik Eriksen,Agder,,['Advokater og juridiske tjenester'],827229482.0
Statsautorisert Revisor Advokat Lars Jerkø,Oslo,67 10 77 00,['Advokater og juridiske tjenester'],984247443.0
Tove Rasch,Oslo,,['Advokater og juridiske tjenester'],974966182.0
Advokat Roald M Engeness,Trøndelag,928 47 195,['Advokater og juridiske tjenester'],980255166.0
Heine Tvilde Advokat,Vestland,56 53 14 14,['Advokater og juridiske tjenester'],874338672.0
Roy Wilhelmsen,Rogaland,52 71 81 54,['Advokater og juridiske tjenester'],981797507.0
Lillann Norseng Advokat,Viken,,['Advokater og juridiske tjenester'],988811610.0
Dag Midling,Oslo,907 24 300,['Advokater og juridiske tjenester'],981695003.0
Advokat Sigurd Lorentsen,Viken,61 31 00 36,['Advokater og juridiske tjenester'],980844269.0
Advokat Bendik Kværnø,Oslo,970 74 994,['Advokater og juridiske tjenester'],918341897.0
Advokat Tore Vestbakke,Agder,38 07 72 10,['Advokater og juridiske tjenester'],914520479.0
Makan Holding AS,Viken,,['Advokater og juridiske tjenester'],989037331.0
Advokat Skåland,Oslo,,['Advokater og juridiske tjenester'],822062032.0
Advokat Camilla Flandorfer AS,Viken,,['Advokater og juridiske tjenester'],925833223.0
Advokat Jarle Gjengedal,Vestland,,['Advokater og juridiske tjenester'],987952180.0
Line M Gerhardt,Viken,69 12 60 90,['Advokater og juridiske tjenester'],998184541.0
Advokat Tore Sveen AS,Trøndelag,926 97 000,['Advokater og juridiske tjenester'],989228226.0
Advokat Daniel Lund,Trøndelag,,['Advokater og juridiske tjenester'],926273922.0
Advokat Dag Drevvatne,Viken,,['Advokater og juridiske tjenester'],982288045.0
Advokatfirmaet Søren Olsen,Oslo,,['Advokater og juridiske tjenester'],992060042.0
Girbau AS,Vestland,,['Advokater og juridiske tjenester'],925178837.0
Advokat Erling Mehus,Oslo,24 14 18 00,['Advokater og juridiske tjenester'],993038040.0
Selven Advokat og Eiendom AS,Trøndelag,,['Advokater og juridiske tjenester'],976894804.0
Advokat Inger Fevang,Viken,413 36 750,['Advokater og juridiske tjenester'],991553258.0
Eivind Mossige,Oslo,21 04 23 10,['Advokater og juridiske tjenester'],985841756.0
Advokat Karsten H Torkildsen,Oslo,913 70 782,['Advokater og juridiske tjenester'],926168762.0
Ask Advokat AS,Vestfold og Telemark,33 61 24 44,['Advokater og juridiske tjenester'],927788608.0
Erik Wahlstrøm,Oslo,23 01 01 01,['Advokater og juridiske tjenester'],983543871.0
Eiendomsadvokat1 Advokat Eva M. Johnsen,Viken,,['Advokater og juridiske tjenester'],995635704.0
Advokat Janne Garvik,Vestland,55 36 48 20,['Advokater og juridiske tjenester'],922936455.0
Advokat Klo AS,Troms og Finnmark,,['Advokater og juridiske tjenester'],926681168.0
Geir Stensletten,Vestland,960 18 910,['Advokater og juridiske tjenester'],874430102.0
Advokat Harald Hjermann,Vestland,908 65 686,['Advokater og juridiske tjenester'],923714898.0
Advokat Knut Olav Eldhuset,Rogaland,51 21 35 95,['Advokater og juridiske tjenester'],975691586.0
Ole Johan Storaker Advokat,Agder,992 26 731,['Advokater og juridiske tjenester'],971470097.0
Advokatfirmaet Buestad,Oslo,970 24 765,['Advokater og juridiske tjenester'],925211621.0
"Nakken, Rein, Øgland, Bråthen og Lian Advokatene",Oslo,906 21 208,['Advokater og juridiske tjenester'],974415100.0
Galtung Konsulent og Advokatfirma,Oslo,916 63 320,['Advokater og juridiske tjenester'],984964633.0
Advokat Sigrid Broch AS,Oslo,,['Advokater og juridiske tjenester'],999611796.0
Advokatfirmaet Ottosen AS,Oslo,,['Advokater og juridiske tjenester'],927463040.0
Aamlid & Co Advokatfirma AS,Oslo,,['Advokater og juridiske tjenester'],999608957.0
Advokat Sigve Hansen,Nordland,76 13 36 58,['Advokater og juridiske tjenester'],974236257.0
Advokat Vest AS,Vestland,57 74 17 77,['Advokater og juridiske tjenester'],919534524.0
Advokat Siri Bergem AS,Vestfold og Telemark,,['Advokater og juridiske tjenester'],921379382.0
Advokat Liv Nøkleby,Innlandet,62 88 89 70,['Advokater og juridiske tjenester'],971291494.0
Advokat Morten A Lunde,Møre og Romsdal,71 20 54 20,['Advokater og juridiske tjenester'],976741226.0
Tuoro Law Firm,Oslo,450 91 666,['Advokater og juridiske tjenester'],920321321.0
Advokatene i Hurum,Viken,32 79 47 77,['Advokater og juridiske tjenester'],888225242.0
Rettshjelper Nina Dybedahl Richard,Viken,55 29 40 00,['Advokater og juridiske tjenester'],984810784.0
Undem Trygve Advokat,Rogaland,51 89 34 31,['Advokater og juridiske tjenester'],971465077.0
"Flø, Wigum & Yndestad Advokatene",Vestland,55 90 46 70,['Advokater og juridiske tjenester'],971370580.0
Advokatfirmaet Sunde & Sunde DA,Viken,986 33 000,['Advokater og juridiske tjenester'],989874810.0
Advokat Didrik Tønseth,Oslo,913 48 142,['Advokater og juridiske tjenester'],916625340.0
Advokat Johan Alexander Widerøe,Trøndelag,924 01 552,['Advokater og juridiske tjenester'],971462825.0
Advokat Tien Duc Nguyen,Oslo,,['Advokater og juridiske tjenester'],816916992.0
Advokat Gunnar Krogstad,Trøndelag,,['Advokater og juridiske tjenester'],983443451.0
Advokatfirmaet Kvande & Co DA,Oslo,915 54 446,['Advokater og juridiske tjenester'],981594673.0
Karl-Johan Gombrii Consulting,Oslo,,['Advokater og juridiske tjenester'],998296633.0
Advokat Tor Arne Øvestad,Rogaland,909 63 520,['Advokater og juridiske tjenester'],975713520.0
Advokat Per Steinar Dyb Ringstad,Oslo,,['Advokater og juridiske tjenester'],989811169.0
Advokat Torger Juel Fosse,Innlandet,952 05 875,['Advokater og juridiske tjenester'],986738061.0
Advokatkontoret Trondheim,Trøndelag,474 87 494,['Advokater og juridiske tjenester'],996519074.0
Advokatfirma Petter Kirkeby,Vestfold og Telemark,951 02 214,['Advokater og juridiske tjenester'],891190212.0
Advokatfirmaet Sopp Onsrud AS,Innlandet,,['Advokater og juridiske tjenester'],925702927.0
Advokatfirmaet Engeseth AS,Viken,905 29 038,['Advokater og juridiske tjenester'],984250010.0
Advokat Esben Apland,Agder,976 66 555,['Advokater og juridiske tjenester'],987358890.0
Advokat Ole Jacob Helmen,Viken,,['Advokater og juridiske tjenester'],921547285.0
Grimstadadvokatene AS,Agder,,['Advokater og juridiske tjenester'],925767867.0
Advokat Bente Oftedal Roli,Oslo,22 98 83 00,['Advokater og juridiske tjenester'],974969068.0
Advokat Erik Johan Mjelde,Vestland,,['Advokater og juridiske tjenester'],891127162.0
Retten på Din Side Solfrid,Vestland,55 33 02 29,['Advokater og juridiske tjenester'],814890562.0
Tom A B Hermansen,Oslo,900 11 133,['Advokater og juridiske tjenester'],978684432.0
Advokatfirmaet Liland AS,Troms og Finnmark,,['Advokater og juridiske tjenester'],921397933.0
Lars Egil Sande,Møre og Romsdal,70 07 74 00,['Advokater og juridiske tjenester'],871465142.0
Advokatfirmaet Thrane,Viken,,['Advokater og juridiske tjenester'],996197182.0
Advokat Roland Kjeldahl,Oslo,913 68 764,['Advokater og juridiske tjenester'],977367913.0
Advokat Jørgen H. Gran og Adv.flm. Haaken H. Gran,Oslo,22 44 77 22,['Advokater og juridiske tjenester'],981789857.0
Advokat Hanne Ombudstvedt,Viken,,['Advokater og juridiske tjenester'],984819730.0
Advokat Birger-Olav Moxness,Viken,21 50 16 50,['Advokater og juridiske tjenester'],964569363.0
Advokatfirmaet Brandstad,Oslo,62 41 51 35,['Advokater og juridiske tjenester'],993052620.0
Gråbø Per Kristian,Oslo,993 59 771,['Advokater og juridiske tjenester'],981847571.0
Advokatfirmaet Gjerdrum AS,Troms og Finnmark,934 49 324,['Advokater og juridiske tjenester'],920827543.0
Advokatfirmaet Thomas Thorstensen,Oslo,900 69 997,['Advokater og juridiske tjenester'],987354844.0
Advokat Per Seime,Oslo,926 02 347,['Advokater og juridiske tjenester'],914796253.0
Advokatfirmaet Langeland ENK Mna,Vestland,,['Advokater og juridiske tjenester'],919758244.0
Inger Gjerde,Oslo,22 50 00 13,['Advokater og juridiske tjenester'],983476961.0
Lagamann Advokatfirma AS,Viken,,['Advokater og juridiske tjenester'],915696791.0
Remi Strand,Troms og Finnmark,78 98 80 22,['Advokater og juridiske tjenester'],982712149.0
Arntzenlegal Advokatfirma Terje Arntzen,Viken,940 38 580,['Advokater og juridiske tjenester'],994435183.0
Advokatfirmaet Einstabland AS,Viken,,['Advokater og juridiske tjenester'],927441098.0
Carl F Sandberg,Oslo,22 20 93 35,['Advokater og juridiske tjenester'],983591280.0
Advokat Beathe Bakken,Møre og Romsdal,950 24 662,['Advokater og juridiske tjenester'],919021756.0
Formuesforvaltning Advokatfirma Heiberg,Oslo,,['Advokater og juridiske tjenester'],990213593.0
Advokatfirmaet Rødner,Oslo,23 33 26 60,['Advokater og juridiske tjenester'],948296756.0
Advokat Bjørnar Kristiansen,Trøndelag,72 41 42 41,['Advokater og juridiske tjenester'],974529815.0
Noren Rettshjelp AS,Viken,904 04 334,['Advokater og juridiske tjenester'],921700474.0
Ove Andersen,Agder,37 00 21 60,['Advokater og juridiske tjenester'],996357856.0
Sici AS,Viken,482 29 810,['Advokater og juridiske tjenester'],915911250.0
Advokatfirma Kåre I Moljord,Oslo,,['Advokater og juridiske tjenester'],926159976.0
Advokatfirmaet Lövenörn AS,Oslo,,['Advokater og juridiske tjenester'],914388546.0
Ståle Gunnar Folkestad,Oslo,,['Advokater og juridiske tjenester'],991444629.0
Advokat Baklund Cba,Oslo,450 70 748,['Advokater og juridiske tjenester'],916292457.0
Advokat Odd-Einar Christophersen,Viken,,['Advokater og juridiske tjenester'],987298553.0
Advokat Harald B Ciarlo Mna,Oslo,,['Advokater og juridiske tjenester'],983798349.0
Advokat Anna Juliusdottir AS,Oslo,938 07 385,['Advokater og juridiske tjenester'],915464483.0
Arbeidsrettslig Consulting,Oslo,913 37 772,['Advokater og juridiske tjenester'],984829728.0
Terje Mathisen,Oslo,23 08 57 20,['Advokater og juridiske tjenester'],980165515.0
Advokat Fritz Jonny Mo,Oslo,22 91 00 30,['Advokater og juridiske tjenester'],971280913.0
Advokat Nils A Øgland,Oslo,915 54 311,['Advokater og juridiske tjenester'],971445378.0
Advokat Inger Lise Sætren,Oslo,480 54 121,['Advokater og juridiske tjenester'],976258428.0
Advokat Johannes Strenge Næss,Viken,474 53 841,['Advokater og juridiske tjenester'],971263148.0
Advokat Rolf Helgesen,Vestland,56 15 92 20,['Advokater og juridiske tjenester'],982335620.0
Advokatfirma Monica Haugedal,Agder,38 17 89 40,['Advokater og juridiske tjenester'],885581862.0
Niels-Christian Holm,Oslo,928 00 272,['Advokater og juridiske tjenester'],879943132.0
Advokat Sverre O Simonsen,Oslo,23 01 02 20,['Advokater og juridiske tjenester'],976734122.0
Advokat Nina Wang,Oslo,996 43 434,['Advokater og juridiske tjenester'],912004104.0
Advokat Sylvia Bakken Engan,Trøndelag,911 39 778,['Advokater og juridiske tjenester'],919667877.0
Konnexus Advokatfirma AS,Møre og Romsdal,,['Advokater og juridiske tjenester'],924977612.0
Advokat Tore Flaatrud,Oslo,23 32 61 20,['Advokater og juridiske tjenester'],983591965.0
Advokat Heidi W Ludvigsen,Rogaland,,['Advokater og juridiske tjenester'],994935658.0
Holm Anita Larsen,Oslo,,['Advokater og juridiske tjenester'],875633872.0
Advokat Carsten Roshauw,Oslo,915 68 277,['Advokater og juridiske tjenester'],922065799.0
Advokatfirmaet Bråthen AS,Vestfold og Telemark,951 81 113,['Advokater og juridiske tjenester'],999647863.0
Advokat Arne Sekkelsten,Viken,416 11 404,['Advokater og juridiske tjenester'],997106628.0
Sverre Steinar Fredriksen,Viken,934 41 142,['Advokater og juridiske tjenester'],974446944.0
Advokat Arne Talsnes,Viken,478 89 974,['Advokater og juridiske tjenester'],999329837.0
Advokatfirmaet Amidu AS,Trøndelag,,['Advokater og juridiske tjenester'],825768602.0
Advokat Johan Gran,Vestfold og Telemark,33 42 78 50,['Advokater og juridiske tjenester'],996240665.0
Advokatfirmaet Kari Breirem AS,Viken,,['Advokater og juridiske tjenester'],927291436.0
Steinar Birkeland,Oslo,906 23 456,['Advokater og juridiske tjenester'],974948087.0
Advokat Vidar Brobakken AS,Innlandet,922 30 135,['Advokater og juridiske tjenester'],967193208.0
Advokat Nina Gjersøyen,Viken,,['Advokater og juridiske tjenester'],923561749.0
Gunnar Ø Helgevold,Rogaland,51 93 99 66,['Advokater og juridiske tjenester'],983437389.0
"Inge T. Stordahl, Rådgivning",Viken,32 08 81 91,['Advokater og juridiske tjenester'],987722347.0
Advokatfirmaet Per Ingar Jespersen,Vestfold og Telemark,950 63 365,['Advokater og juridiske tjenester'],985056250.0
Advokat John Bakkebø,Oslo,22 41 19 45,['Advokater og juridiske tjenester'],981789172.0
Advokat Brit Farhang,Oslo,22 92 51 13,['Advokater og juridiske tjenester'],890630502.0
Fagjuristene Rettshjelper Dan Femoen,Vestland,,['Advokater og juridiske tjenester'],915416594.0
Hans Erik Thorsberg,Oslo,932 25 465,['Advokater og juridiske tjenester'],981121392.0
Advokat Carolyn Midsem,Oslo,952 11 113,['Advokater og juridiske tjenester'],981651103.0
Georg Scheel,Viken,915 35 602,['Advokater og juridiske tjenester'],981769767.0
Ellen Cecilie Bartolf,Oslo,478 30 350,['Advokater og juridiske tjenester'],982199654.0
Gefle Hans Thomas,Innlandet,61 18 18 60,['Advokater og juridiske tjenester'],974970821.0
Advokatfirmaet Hovsengen,Oslo,916 24 091,['Advokater og juridiske tjenester'],975537277.0
Susanne Munch Thore,Oslo,,['Advokater og juridiske tjenester'],820680332.0
Advokat Harald Johannessen,Oslo,913 72 693,['Advokater og juridiske tjenester'],989052926.0
