bedrift,avdeling,telefon,bransje,org num
To Profilering Terje Olsen,Viken,414 53 372,"['Agenturer', 'Agenturhandel - annet']",969096781.0
Rixim Jørgen Jacobsen Rieck,Viken,,"['Agenturer', 'Agenturhandel - annet']",994114573.0
Eirik Sandnes,Vestland,412 08 182,"['Agenturer', 'Agenturhandel - annet']",982843391.0
Arne Inge Lund,Innlandet,61 27 74 75,"['Agenturer', 'Agenturhandel - annet']",980700844.0
Erik Lindh,Vestfold og Telemark,900 29 292,"['Agenturer', 'Agenturhandel - annet']",996055868.0
Laderiet DA,Viken,915 68 920,"['Agenturer', 'Agenturhandel - annet']",993017108.0
K. Stordal AS,Vestland,55 34 44 00,"['Agenturer', 'Agenturhandel - annet']",891008872.0
Per Arne Veiberg,Møre og Romsdal,,"['Agenturer', 'Agenturhandel - annet']",983424783.0
Hilde Gulbrandsen,Viken,,"['Agenturer', 'Agenturhandel - annet']",989004484.0
Brodal Consult,Oslo,,"['Agenturer', 'Agenturhandel - annet']",976282639.0
Remi Haugstvedt,Nordland,,"['Agenturer', 'Agenturhandel - annet']",980882144.0
Sirius Monica Sæther,Agder,,"['Agenturer', 'Agenturhandel - annet']",976613341.0
Arne Tømmernes,Vestland,55 16 44 52,"['Agenturer', 'Agenturhandel - annet']",989811916.0
Kongsgård Consulting Jan Christoffer Kongsgård Højmark,Agder,,"['Agenturer', 'Agenturhandel - annet']",992670320.0
Odd Sandblåst Agentur Engros,Møre og Romsdal,,"['Agenturer', 'Agenturhandel - annet']",856320812.0
Ole Morten Hovdal,Trøndelag,72 42 05 34,"['Agenturer', 'Agenturhandel - annet']",980357163.0
Maia Urdal,Vestland,471 71 344,"['Agenturer', 'Agenturhandel - annet']",998781663.0
Eile Stinessen Import International DA,Vestland,53 94 13 10,"['Agenturer', 'Agenturhandel - annet']",978612792.0
Interproc Egil Bakken,Viken,911 94 094,"['Agenturer', 'Agenturhandel - annet']",981828119.0
Vannpumper Trond Egge,Innlandet,,"['Agenturer', 'Agenturhandel - annet']",995231972.0
Lasting AS,Oslo,922 67 981,"['Agenturer', 'Agenturhandel - annet']",980309258.0
Håkan Erikssons Agenturer,Viken,,"['Agenturer', 'Agenturhandel - annet']",947613278.0
Sporthandel ANS,Møre og Romsdal,,"['Agenturer', 'Agenturhandel - annet']",987237945.0
Capro Assemblies Olsen,Viken,22 23 75 30,"['Agenturer', 'Agenturhandel - annet']",977066352.0
Engens Bandservice,Viken,32 82 32 08,"['Agenturer', 'Agenturhandel - annet']",986297812.0
Berit Bakken Strand,Nordland,75 56 82 59,"['Agenturer', 'Agenturhandel - annet']",985715238.0
Christian Skjelbred,Vestland,55 18 14 15,"['Agenturer', 'Agenturhandel - annet']",975257371.0
Gerd Stautland,Viken,32 79 87 30,"['Agenturer', 'Agenturhandel - annet']",994305999.0
Roll-Nor Agentur Stein Ove Hansen,Viken,,"['Agenturer', 'Agenturhandel - annet']",955592344.0
Gundersen Agentur,Viken,63 86 46 69,"['Agenturer', 'Agenturhandel - annet']",879389372.0
Reinbakk Bredesen Cont ANS,Viken,,"['Agenturer', 'Agenturhandel - annet']",979922701.0
Jannike W Andreassen,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",993501018.0
Hus-Lie Import,Agder,,"['Agenturer', 'Agenturhandel - annet']",952681850.0
Kjell Vinje Agentur,Viken,23 22 43 30,"['Agenturer', 'Agenturhandel - annet']",955997530.0
Ki Matre,Viken,,"['Agenturer', 'Agenturhandel - annet']",986084975.0
Macao Rune Næss,Viken,,"['Agenturer', 'Agenturhandel - annet']",859734952.0
Per Inge Mikkelsen AS,Oslo,,"['Agenturer', 'Agenturhandel - annet']",982578345.0
Hemsedal Agenturer Bjørn Syversbråten,Viken,,"['Agenturer', 'Agenturhandel - annet']",982912415.0
Manufacturing Constraints Consulting Ian John Mccracken,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",997484584.0
Bjarnøy Trading,Oslo,,"['Agenturer', 'Agenturhandel - annet']",953008556.0
A-Consult Agri-Tanken,,,"['Agenturer', 'Agenturhandel - annet']",987421428.0
Ove Madsen,Trøndelag,,"['Agenturer', 'Agenturhandel - annet']",980562603.0
Alfa + Omega AS,Viken,,"['Agenturer', 'Agenturhandel - annet']",951726087.0
Lito Tone Grimseid,Vestland,932 63 743,"['Agenturer', 'Agenturhandel - annet']",964515204.0
Maxtrading Kristin Nordby,Viken,,"['Agenturer', 'Agenturhandel - annet']",993065374.0
Rune Hytten Consulting,Innlandet,61 26 03 45,"['Agenturer', 'Agenturhandel - annet']",978613020.0
The European Highwaymen v/Arly Karlsen,Agder,38 04 90 83,"['Agenturer', 'Agenturhandel - annet']",936486479.0
Tove Dahlqvist Agenturer,Troms og Finnmark,913 81 822,"['Agenturer', 'Agenturhandel - annet']",979259190.0
Mobiline Consult Tor Andreassen,Innlandet,,"['Agenturer', 'Agenturhandel - annet']",974536188.0
Lexow Agent AS,Viken,975 44 427,"['Agenturer', 'Agenturhandel - annet']",952159518.0
Scandinavian Cosmetics Magne Langvæg,Oslo,,"['Agenturer', 'Agenturhandel - annet']",982215544.0
Floberg Markiser og Montering,Viken,,"['Agenturer', 'Agenturhandel - annet']",989041274.0
Per Erik Olsen Interiør,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",980636674.0
Fritidsgutta DA,Viken,,"['Agenturer', 'Agenturhandel - annet']",991078835.0
Wsas NUF,Rogaland,480 16 494,"['Agenturer', 'Agenturhandel - annet']",988586013.0
Dixons Stores Group Retail Norway AS,Oslo,67 92 65 00,"['Agenturer', 'Agenturhandel - annet']",981305140.0
Brudeskar Gård Arild Konrad Herskedal,Møre og Romsdal,71 22 56 48,"['Agenturer', 'Agenturhandel - annet']",869994782.0
Kjell Pettersen,Viken,900 97 992,"['Agenturer', 'Agenturhandel - annet']",984182910.0
Jan Ove Myge,Rogaland,,"['Agenturer', 'Agenturhandel - annet']",979134150.0
Nesland Auto,Agder,,"['Agenturer', 'Agenturhandel - annet']",957911226.0
Holden Nutrition and Chemicals,Viken,,"['Agenturer', 'Agenturhandel - annet']",979479824.0
Kiki Design Wenche Smedby Johansen,Viken,61 31 51 11,"['Agenturer', 'Agenturhandel - annet']",977076374.0
Soundwave AS,Viken,,"['Agenturer', 'Agenturhandel - annet']",988435791.0
Bomtreåsen Konsulentvirksomhet Olav Einstabland,Agder,,"['Agenturer', 'Agenturhandel - annet']",983893244.0
Arvid Lie Maritime Fire & Safety,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",979621949.0
Multi Trading DA,Vestland,,"['Agenturer', 'Agenturhandel - annet']",958190778.0
Probita Torstein Brekke,Viken,,"['Agenturer', 'Agenturhandel - annet']",991760873.0
Bolsøy Service,Rogaland,414 02 217,"['Jordbruk', 'Jordbruk - andre tjenester', 'Agenturer', 'Agenturhandel - annet']",885260462.0
Stephanie Tangen Horsecare,Viken,32 75 39 14,"['Agenturer', 'Agenturhandel - annet']",979662017.0
Prolight Bergmann,Viken,938 13 148,"['Agenturer', 'Agenturhandel - annet']",975366421.0
Unisecurity AS,Oslo,920 56 935,"['Agenturer', 'Agenturhandel - annet']",981951271.0
Christian Hylen,Møre og Romsdal,,"['Agenturer', 'Agenturhandel - annet']",985477043.0
Morten Bergedal,Vestfold og Telemark,934 50 912,"['Agenturer', 'Agenturhandel - annet']",911947439.0
Nordic Defence Industries AS,Viken,,"['Agenturer', 'Agenturhandel - annet']",992849177.0
Holma Johnny,Troms og Finnmark,,"['Agenturer', 'Agenturhandel - annet']",981794206.0
Drammen Auksjon Marius Randen,Agder,,"['Agenturer', 'Agenturhandel - annet']",990986983.0
C3 Agenturer & Consulting Bjørn Sætre,Viken,,"['Agenturer', 'Agenturhandel - annet']",996820289.0
Media Konsulenten v/Terje Jørgensen,Oslo,22 89 70 70,"['Agenturer', 'Agenturhandel - annet']",987269774.0
Randis Helse og Velvære Randi Ramdahl,Trøndelag,,"['Agenturer', 'Agenturhandel - annet']",997590198.0
Hans Christian Nenset,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",975685217.0
Pocoscan Uno Arnesen,Innlandet,62 81 14 44,"['Agenturer', 'Agenturhandel - annet']",997744829.0
Tone Nordahl,Agder,,"['Agenturer', 'Agenturhandel - annet']",881555182.0
Wilhelmsen Agentur Arild Wilhelmsen,Troms og Finnmark,76 08 22 67,"['Agenturer', 'Agenturhandel - annet']",977263654.0
Azzoria Nordseth,Viken,,"['Agenturer', 'Agenturhandel - annet']",891559852.0
So Agenturer ANS,Agder,38 04 46 20,"['Agenturer', 'Agenturhandel - annet']",982908698.0
Vidar Wold Consulting,Viken,913 24 834,"['Agenturer', 'Agenturhandel - annet']",992357800.0
ANS Orkideen,Agder,,"['Agenturer', 'Agenturhandel - annet']",948172267.0
E Vi Optimist DA,Nordland,415 17 058,"['Agenturer', 'Agenturhandel - annet']",987525177.0
Rs Agenturer v/ Rune Skjelbred,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",993317683.0
Nordicmed Terje Eika Opsahl,Oslo,22 44 99 84,"['Agenturer', 'Agenturhandel - annet']",984075014.0
Kværnstuen Tove,Innlandet,,"['Agenturer', 'Agenturhandel - annet']",970434496.0
Eva Elisabeth Molteberg,Viken,,"['Agenturer', 'Agenturhandel - annet']",980628566.0
Hilde Solem Ruud,Viken,958 16 401,"['Agenturer', 'Agenturhandel - annet']",998628040.0
Terje Rognøy,Rogaland,,"['Agenturer', 'Agenturhandel - annet']",977390966.0
Ole-Morten Svenkerud,Innlandet,62 59 67 30,"['Jordbruk', 'Jordbruk - dyrking', 'Agenturer', 'Agenturhandel - annet']",980526720.0
Lysmarkedet R. Pedersen,Vestland,,"['Agenturer', 'Agenturhandel - annet']",981884728.0
Explore Skjåk Ove Lilleengen,Innlandet,,"['Agenturer', 'Agenturhandel - annet']",995236052.0
Nornews A/S,Oslo,,"['Agenturer', 'Agenturhandel - annet']",930229482.0
Team Balanced Network Marketing - Pettersen,Vestfold og Telemark,980 71 772,"['Agenturer', 'Agenturhandel - annet']",998514185.0
Baardseth Baard Ivar,Innlandet,480 59 461,"['Agenturer', 'Agenturhandel - annet']",993311146.0
Roger Johnsen,Troms og Finnmark,78 44 02 93,"['Agenturer', 'Agenturhandel - annet']",986869867.0
Pyrus v/Wiedemann Karl Morten,Vestfold og Telemark,902 83 393,"['Agenturer', 'Agenturhandel - annet']",970475788.0
Eurico Mariante Equestrian Management,Vestfold og Telemark,454 20 445,"['Agenturer', 'Agenturhandel - annet']",990437882.0
Torgeir Dahl,Oslo,22 56 84 48,"['Agenturer', 'Agenturhandel - annet']",980983307.0
Christian Wille Tolfsby,Oslo,,"['Agenturer', 'Agenturhandel - annet']",986554165.0
Norstrøm Rolf,Innlandet,,"['Agenturer', 'Agenturhandel - annet']",980986438.0
Haves Agenturer Hans Vestneshagen,Møre og Romsdal,71 25 36 97,"['Agenturer', 'Agenturhandel - annet']",983059384.0
Alumagelssen Erik Vilhelm Magelssen,Viken,67 14 96 60,"['Agenturer', 'Agenturhandel - annet']",982044863.0
Torhild Andersens Velvære,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",989512099.0
Rowi Wiggo Rønning,Viken,,"['Agenturer', 'Agenturhandel - annet']",952982001.0
Slettedal Refsdal Sjøblom ANS,Vestfold og Telemark,33 48 17 00,"['Agenturer', 'Agenturhandel - annet']",978713068.0
Handy-Man Triger,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",984667337.0
Penac Norway ANS,Agder,38 01 50 07,"['Agenturer', 'Agenturhandel - annet']",975796507.0
Sudanor Invest AS,Oslo,,"['Agenturer', 'Agenturhandel - annet']",996247376.0
Nor-Art - Toril Rosvold Hoff,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",871000182.0
Magpac Austnes,Møre og Romsdal,70 27 50 55,"['Agenturer', 'Agenturhandel - annet']",984072376.0
Even Damhagen,Vestland,55 34 63 55,"['Agenturer', 'Agenturhandel - annet']",987526386.0
Kate Henni Steffenakk Hermansen,Oslo,930 23 532,"['Agenturer', 'Agenturhandel - annet']",985415579.0
Erik Kristiansen Salongservice,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",986437452.0
Marit Nagel,Viken,,"['Agenturer', 'Agenturhandel - annet']",982483840.0
Roede Ned,Viken,66 84 76 63,"['Agenturer', 'Agenturhandel - annet']",986721347.0
Gibra Music Gitte Iren Brandal,Oslo,926 99 033,"['Agenturer', 'Agenturhandel - annet']",983022200.0
Øygard Pukkverk No,Viken,,"['Agenturer', 'Agenturhandel - annet']",982330467.0
Micro Import Hui Ying Yang,Viken,69 32 35 28,"['Agenturer', 'Agenturhandel - annet']",984608772.0
Pedersens Gode Liv,Troms og Finnmark,994 11 221,"['Agenturer', 'Agenturhandel - annet']",997542916.0
Olaf Andersen Agenturer,Viken,,"['Agenturer', 'Agenturhandel - annet']",978663710.0
Rolf Sætrum,Troms og Finnmark,77 68 47 34,"['Agenturer', 'Agenturhandel - annet']",987359919.0
Aagerøen Holding AS,Viken,,"['Hovedkontortjenester', 'Agenturer', 'Agenturhandel - annet']",894249382.0
Crossover Solutions Jens Chr. Aabech,Viken,67 58 17 01,"['Agenturer', 'Agenturhandel - annet']",987272368.0
Åshilds Agentur - Åshild Strømnes,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",985550832.0
Vekve Arild,Troms og Finnmark,916 14 960,"['Agenturer', 'Agenturhandel - annet', 'Jordbruk', 'Jordbruk - dyrking']",969298309.0
Moe Forvaltining,Vestland,951 24 045,"['Agenturer', 'Agenturhandel - annet']",955992016.0
Arinas Helse ANS,Oslo,,"['Agenturer', 'Agenturhandel - annet']",994057413.0
Tømtes Agentur Reidar Tømte,Viken,,"['Agenturer', 'Agenturhandel - annet']",971012277.0
Evensen Salg og Konsulent Tjenester,Vestfold og Telemark,905 83 377,"['Agenturer', 'Agenturhandel - annet']",999005608.0
Kai-Roger Knutsen Agentur,Viken,,"['Agenturer', 'Agenturhandel - annet']",956067650.0
Saraswati AS,Vestfold og Telemark,902 00 304,"['Agenturer', 'Agenturhandel - annet']",988309303.0
Skjerpa AS,Oslo,908 44 260,"['Agenturer', 'Agenturhandel - annet']",992916818.0
Roar Hillestad Agentur,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",976595831.0
Skaar Service,Viken,,"['Agenturer', 'Agenturhandel - annet']",986910824.0
Power 24/7 -Agent Linda Gundersen,Viken,,"['Agenturer', 'Agenturhandel - annet']",998664535.0
Maren & Ronny DA,Oslo,,"['Agenturer', 'Agenturhandel - annet']",993056707.0
Raymond Leon Dolata,Viken,,"['Agenturer', 'Agenturhandel - annet']",984624018.0
Olssons Sysslor,Innlandet,,"['Agenturer', 'Agenturhandel - annet']",990702225.0
Kjell Tiller Interiøragenturer,Trøndelag,,"['Agenturer', 'Agenturhandel - annet']",983475639.0
B Fredriksen Agenturer,Viken,63 87 81 69,"['Agenturer', 'Agenturhandel - annet']",876575132.0
Torill Egeli Kjær,Agder,,"['Agenturer', 'Agenturhandel - annet']",991206779.0
Trond Fonstad-Smith,Viken,22 43 85 91,"['Agenturer', 'Agenturhandel - annet']",981709071.0
Morten Hanssen AS,Rogaland,,"['Agenturer', 'Agenturhandel - annet']",990500770.0
Wilson Tool International A/S,,,"['Agenturer', 'Agenturhandel - annet']",984338252.0
B2b Rolf W. Sivertsen,Vestland,924 32 864,"['Agenturer', 'Agenturhandel - annet']",987605227.0
Kennedy Consult,Rogaland,,"['Agenturer', 'Agenturhandel - annet']",977043557.0
Osvald Olafsson Agentur og Handel,Agder,,"['Agenturer', 'Agenturhandel - annet']",957553249.0
Gjermund Birkeli,Nordland,992 93 710,"['Storfehold', 'Jordbruk', 'Jordbruk - melkeproduksjon', 'Melkeproduksjon', 'Agenturer', 'Agenturhandel - annet']",986234977.0
Tapespesialisten Svein Trygve Nilsen,Rogaland,,"['Agenturer', 'Agenturhandel - annet']",983627137.0
Rumag Holding AS,Rogaland,,"['Agenturer', 'Agenturhandel - annet']",975907422.0
Thunshelle International,Viken,,"['Agenturer', 'Agenturhandel - annet']",986052909.0
Mangelrøds Agentur ANS,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",875346342.0
Olaf Lone,Vestland,,"['Agenturer', 'Agenturhandel - annet']",959672253.0
Sasco Aloe Vera Produkter AB,Viken,924 45 448,"['Agenturer', 'Agenturhandel - annet']",995128071.0
Tandberg-Johansen Agenturer,Viken,67 41 02 04,"['Agenturer', 'Agenturhandel - annet']",970988084.0
Pg. Holding AS,Møre og Romsdal,,"['Hovedkontortjenester', 'Agenturer', 'Agenturhandel - annet']",989001965.0
Sørensen Computer Products Frank Sørensen,Troms og Finnmark,,"['Agenturer', 'Agenturhandel - annet']",944834818.0
Arnstad Consulting,Viken,63 91 90 66,"['Agenturer', 'Agenturhandel - annet']",985407193.0
Marianne Helland Nilsen,Vestfold og Telemark,901 44 392,"['Agenturer', 'Agenturhandel - annet']",987537116.0
Line Woldengen Consulting,Viken,952 17 070,"['Agenturer', 'Agenturhandel - annet']",987343923.0
Olav Øren Konsulentfirma og Agentur,Møre og Romsdal,920 96 515,"['Agenturer', 'Agenturhandel - annet']",950026650.0
Billigere Oppvarming Karina Thulin Stenberg,Viken,,"['Agenturer', 'Agenturhandel - annet']",997456858.0
Hole Agentur & Import AS,Viken,32 70 02 02,"['Agenturer', 'Agenturhandel - annet']",957765599.0
Ideal Trading Co AS,Innlandet,,"['Agenturer', 'Agenturhandel - annet']",913226437.0
Behnam Bahrami,Agder,,"['Agenturer', 'Agenturhandel - annet']",984732171.0
Hogne Sørbo,Viken,,"['Agenturer', 'Agenturhandel - annet']",984724659.0
Oddvar Grønn,Vestfold og Telemark,33 47 59 32,"['Agenturer', 'Agenturhandel - annet']",984712227.0
Ide Boden Grete Hopen,Agder,37 08 61 16,"['Agenturer', 'Agenturhandel - annet']",937767730.0
Bare Krøll Angela John,Viken,,"['Agenturer', 'Agenturhandel - annet']",990971153.0
Synapse Holding AS,Vestfold og Telemark,918 54 024,"['Agenturer', 'Agenturhandel - annet']",989092596.0
Hofsten Consulting,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",983766609.0
Roger Søråsdekkan,Viken,412 20 667,"['Agenturer', 'Agenturhandel - annet']",994964607.0
West Lake Xi Pei,Oslo,22 44 53 83,"['Agenturer', 'Agenturhandel - annet']",976619811.0
Silverbay Britt Ross,Agder,915 52 961,"['Agenturer', 'Agenturhandel - annet']",811731862.0
Jmu Agentur John Mork Urstad,Rogaland,412 80 926,"['Agenturer', 'Agenturhandel - annet']",999051898.0
Jostein Arnesen,Vestfold og Telemark,908 70 599,"['Agenturer', 'Agenturhandel - annet']",988212237.0
Kjellevold Utvikling,Viken,,"['Agenturer', 'Agenturhandel - annet']",994955373.0
Sff Valves AS,Vestland,,"['Agenturer', 'Agenturhandel - annet']",995276712.0
Fr Sand Agenturer,Innlandet,,"['Agenturer', 'Agenturhandel - annet']",977388708.0
John D Raa Trading,Vestland,,"['Agenturer', 'Agenturhandel - annet']",874390712.0
Akula AS,Oslo,932 05 244,"['Agenturer', 'Agenturhandel - annet']",886950012.0
Octopus- Jan-Erik Steen,Trøndelag,72 83 55 36,"['Agenturer', 'Agenturhandel - annet']",947592939.0
Thomas Aar,Viken,926 44 435,"['Agenturer', 'Agenturhandel - annet']",988522058.0
Procejo C.Jordal,Vestland,,"['Agenturer', 'Agenturhandel - annet']",911985608.0
Braathen Consult & Invest,Viken,63 82 44 42,"['Agenturer', 'Agenturhandel - annet']",883680162.0
Michael Lorentzen Agenturer,Viken,,"['Agenturer', 'Agenturhandel - annet']",976584260.0
Nicla Trading Nicole Larsson,Viken,69 89 30 83,"['Agenturer', 'Agenturhandel - annet']",976074424.0
Irene Ring,Troms og Finnmark,,"['Agenturer', 'Agenturhandel - annet']",990352267.0
Refill System Norge ANS,Viken,,"['Agenturer', 'Agenturhandel - annet']",986725989.0
Unni Nordhammer,Trøndelag,,"['Agenturer', 'Agenturhandel - annet']",981402839.0
New Way Vest DA,Vestland,,"['Agenturer', 'Agenturhandel - annet']",950663200.0
"Rayma Agenturer, Sukkerspinnboden.no Raymond Marcussen",Vestland,,"['Agenturer', 'Agenturhandel - annet']",998195675.0
Invacare Holding AS,Oslo,,"['Hovedkontortjenester', 'Agenturer', 'Agenturhandel - annet']",984571259.0
Øyvind Knutsen,Rogaland,,"['Agenturer', 'Agenturhandel - annet']",955568400.0
Bueno Moseidjord,Agder,411 04 588,"['Agenturer', 'Agenturhandel - annet']",993805793.0
Red Brick House A. Mørch,Oslo,920 80 221,"['Agenturer', 'Agenturhandel - annet']",985204004.0
Haugstua i AS,Troms og Finnmark,,"['Hovedkontortjenester', 'Agenturer', 'Agenturhandel - annet']",989084178.0
Knut Erikstad,Viken,,"['Agenturer', 'Agenturhandel - annet']",956222826.0
Moldskred Arve,Møre og Romsdal,,"['Agenturer', 'Agenturhandel - annet']",981735366.0
Tradeselect Vibeke Berner,Vestfold og Telemark,951 00 643,"['Agenturer', 'Agenturhandel - annet']",911746611.0
Tiziano Pedrotti,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",911843382.0
Engcon Lars Skaalvold Engstrøm,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",989063235.0
Elektrosalg Heine Eik,Rogaland,38 32 47 70,"['Agenturer', 'Agenturhandel - annet']",971108924.0
Mackenzie Fly Fishing Norway AS,Viken,,"['Agenturer', 'Agenturhandel - annet']",994146475.0
Christina Hedin,Trøndelag,,"['Agenturer', 'Agenturhandel - annet']",892719802.0
Tre Venninner DA,Innlandet,61 24 00 00,"['Agenturer', 'Agenturhandel - annet']",975837718.0
Reidun Holmvaag,Nordland,,"['Agenturer', 'Agenturhandel - annet']",986831924.0
Nip Activities Petter Synnestvedt,Viken,,"['Agenturer', 'Agenturhandel - annet']",985792844.0
My Way International AS,Viken,32 13 78 31,"['Agenturer', 'Agenturhandel - annet']",979694172.0
Multi Trading Mladen Prpich,Viken,63 99 73 30,"['Agenturer', 'Agenturhandel - annet']",975386112.0
Anda Produkter Dagny Fossengen,Vestland,,"['Agenturer', 'Agenturhandel - annet']",877088472.0
Hellerud og Carlsen Agentur ANS,Viken,,"['Agenturer', 'Agenturhandel - annet']",983581536.0
Joza Agentur Jostein Zazzera,Rogaland,51 56 13 90,"['Agenturer', 'Agenturhandel - annet']",954281574.0
Funny Love Shop ANS Melvik & Hafsaas,Vestland,,"['Agenturer', 'Agenturhandel - annet']",961147123.0
Latinamerika Import og Eksport ANS,Møre og Romsdal,71 52 88 50,"['Agenturer', 'Agenturhandel - annet']",976114450.0
Martin Ciekals Agenturer,Vestland,55 60 75 72,"['Agenturer', 'Agenturhandel - annet']",976045718.0
Bjørn Ingar Østnæs,Viken,,"['Agenturer', 'Agenturhandel - annet']",986415335.0
Ola Bersvein Klåpbakken,Innlandet,,"['Agenturer', 'Agenturhandel - annet']",983600719.0
To Fu Agenturer Tommy Furre,Nordland,971 12 590,"['Agenturer', 'Agenturhandel - annet']",884239982.0
Sørvold Invest AS,Oslo,,"['Eiendomshandel og -utleie', 'Agenturer', 'Agenturhandel - annet']",997352424.0
Ntc Network AS,Viken,66 75 86 46,"['Agenturer', 'Agenturhandel - annet']",995884402.0
Woodland Borders Jørgen Risvik-Jellum,Viken,,"['Agenturer', 'Agenturhandel - annet']",997264045.0
Sørreisa Solavskjerming Hermod Skogheim,Troms og Finnmark,,"['Agenturer', 'Agenturhandel - annet']",953940604.0
Lmt Norge T Lie,Viken,,"['Agenturer', 'Agenturhandel - annet']",955204107.0
J R Skare Agenturer,Vestland,,"['Agenturer', 'Agenturhandel - annet']",967697915.0
Bepe ANS,Møre og Romsdal,70 19 88 15,"['Agenturer', 'Agenturhandel - annet']",980743179.0
Arne G Hindenes,Vestland,55 26 57 37,"['Agenturer', 'Agenturhandel - annet']",988769606.0
T.Simonsen Agenturer,Vestland,,"['Agenturer', 'Agenturhandel - annet']",995898489.0
Sylvie Pejakovic,Viken,458 17 101,"['Agenturer', 'Agenturhandel - annet']",998818699.0
Polylana Ltd,Viken,907 15 779,"['Agenturer', 'Agenturhandel - annet']",993220183.0
Dinbrille Odd Arne Rusti,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",987916982.0
Aasbø Trading,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",868481412.0
Hugo Hansen,Rogaland,,"['Agenturer', 'Agenturhandel - annet']",976075633.0
Ea Salg&Service Elise Alvegg,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",990744319.0
Oberg & Co Arbeidsstylter ANS,Viken,,"['Agenturer', 'Agenturhandel - annet']",964403546.0
Mag Nett ANS,Oslo,,"['Agenturer', 'Agenturhandel - annet']",984463375.0
Kago Agentur v/Terje Olsen,Innlandet,,"['Agenturer', 'Agenturhandel - annet']",974271885.0
Regal Equipment ANS,Trøndelag,74 14 38 55,"['Agenturer', 'Agenturhandel - annet']",976501241.0
AS Vallø Tapetfabrik,Vestfold og Telemark,,"['Agenturer', 'Agenturhandel - annet']",917062552.0
Adpd Norge ANS,Viken,,"['Agenturer', 'Agenturhandel - annet']",991444432.0
Stone Marketing and Treatment DA,Viken,,"['Agenturer', 'Agenturhandel - annet']",958195737.0
Mona Leitet,Viken,481 22 432,"['Agenturer', 'Agenturhandel - annet']",988952532.0
Klekken AS,Oslo,480 37 001,"['Agenturer', 'Agenturhandel - annet']",994818295.0
Nordic Elements Agency Camilla Kolbræk Hivand,Viken,934 51 297,"['Agenturer', 'Agenturhandel - annet']",999260403.0
Galleri 27 AS,Oslo,,"['Agenturer', 'Agenturhandel - annet']",911915898.0
3w Consult AS,Agder,,"['Agenturer', 'Agenturhandel - annet']",993267392.0
Norsk Agentkontakt DA,Vestland,55 10 49 21,"['Agenturer', 'Agenturhandel - annet']",976011457.0
Ultveit-Moe Stein,Innlandet,,"['Agenturer', 'Agenturhandel - annet']",970463631.0
Hangtime Arild Monsen,Trøndelag,,"['Agenturer', 'Agenturhandel - annet']",988133272.0
Andersen & Liland DA,Vestland,,"['Agenturer', 'Agenturhandel - annet']",971131462.0
Oed Agenturer Odd-Eirik Døsvik,Troms og Finnmark,932 93 900,"['Agenturer', 'Agenturhandel - annet']",965301208.0
Sverre Nordli,Viken,,"['Agenturer', 'Agenturhandel - annet']",984931816.0
Agentsupport ANS,Vestfold og Telemark,33 48 06 00,"['Agenturer', 'Agenturhandel - annet']",984297564.0
Scoops AS,Nordland,932 70 100,"['Agenturer', 'Agenturhandel - annet']",996756718.0
Bård Bårdsen,Agder,,"['Agenturer', 'Agenturhandel - annet']",985011168.0
Brannstopp Oppland ANS,Innlandet,61 29 45 43,"['Agenturer', 'Agenturhandel - annet']",982283302.0
Davy Øverås,Troms og Finnmark,928 80 286,"['Agenturer', 'Agenturhandel - annet']",976582624.0
Ari Salg og Agenturer Anders Riseng,Viken,,"['Agenturer', 'Agenturhandel - annet']",984249306.0
Kvernland Salg,Trøndelag,,"['Agenturer', 'Agenturhandel - annet']",987635096.0
Bjørnar Holstad Agenturfirma,Nordland,907 64 334,"['Agenturer', 'Agenturhandel - annet']",956275547.0
Mona Kristin Aasrud,Viken,,"['Agenturer', 'Agenturhandel - annet']",989469207.0
A Martinsen,Viken,,"['Agenturer', 'Agenturhandel - annet']",963332203.0
Rune Holmskau Emballasje,Viken,,"['Agenturer', 'Agenturhandel - annet']",977041635.0
Melotone AS,Oslo,,"['Agenturer', 'Agenturhandel - annet']",979479565.0
Betterday Norway AS,Viken,954 46 255,"['Agenturer', 'Agenturhandel - annet']",998071844.0
